order_id,customer_id,order_date,order_status,payment_method,discount_amount,shipping_cost
O072991,C03482,2026-01-25,Completed,COD,109.29,78.79
O072992,C03328,2025-05-07,Completed,Credit Card,148.59,110.56
O072993,C01984,2026-05-26,In Transit,Debit Card,91.62,107.39
O072994,C01935,2026-03-23,Completed,UPI,125.43,129.02
O072995,C07984,2025-10-13,In Transit,Debit Card,86.03,124.73
O072996,C06170,2025-10-24,Returned,UPI,26.45,118.22
O072997,C02773,2026-08-26,Completed,UPI,27.07,94.94
O072999,C05968,2026-07-01,Completed,Debit Card,28.93,48.2
O073000,C04783,2026-07-24,Completed,UPI,177.29,145.91
O073001,C06200,2025-07-07,Returned,UPI,60.67,145.47
O073002,C03085,2026-05-30,Completed,UPI,19.91,138.9
O073003,C07442,2026-02-22,Returned,Credit Card,89.23,58.18
O073005,C05584,2026-05-24,Cancelled,COD,43.7,40.11
O073006,C08472,2025-04-28,Completed,Credit Card,152.84,117.44
O073007,C05233,2026-01-15,Completed,UPI,25.07,65.58
O073008,C05078,2025-07-09,Completed,Debit Card,22.48,89.1
O073009,C06508,2026-02-27,Completed,UPI,6.97,133.81
O073010,C03176,2026-01-05,Completed,UPI,84.94,55.38
O073011,C09894,2025-11-13,Completed,COD,114.2,48.05
O073013,C03394,2026-08-28,Completed,COD,31.52,89.16
O073014,C06364,2025-09-08,In Transit,Debit Card,84.73,75.95
O073015,C08810,2026-03-21,Completed,UPI,97.31,111.41
O073016,C08456,2026-05-27,Returned,UPI,58.91,59.0
O073017,C09464,2026-05-25,Completed,UPI,23.77,95.36
O073018,C01545,2025-12-13,Completed,Credit Card,41.35,110.35
O073019,C03218,2026-04-15,Completed,Credit Card,43.49,125.28
O073020,C09465,2026-03-21,Completed,UPI,19.57,139.46
O073021,C06541,2026-04-09,Completed,Debit Card,53.89,70.08
O073022,C09194,2026-01-08,Completed,Credit Card,34.83,131.24
O073023,C02584,2025-09-13,Completed,Debit Card,112.48,81.65
O073024,C07448,2025-06-20,Completed,COD,126.76,55.98
O073025,C05161,2026-05-13,Completed,UPI,83.52,126.82
O073026,C06534,2026-03-03,In Transit,UPI,138.92,146.4
O073027,C05680,2026-01-13,Completed,COD,26.94,71.03
O073028,C07340,2025-09-23,Completed,Credit Card,117.15,139.96
O073029,C02103,2026-01-27,Completed,UPI,30.78,64.68
O073030,C09763,2026-06-11,Completed,Debit Card,56.64,94.08
O073031,C05109,2025-11-26,Completed,UPI,25.65,45.61
O073033,C00217,2025-07-08,In Transit,Credit Card,62.01,40.41
O073034,C01524,2026-05-15,Completed,Credit Card,46.59,149.39
O073035,C03366,2026-01-20,Completed,Debit Card,56.99,106.92
O073036,C07121,2025-04-23,Completed,UPI,102.96,93.22
O073038,C07798,2026-08-05,Completed,UPI,46.17,78.85
O073039,C01320,2026-02-23,Completed,UPI,149.99,137.99
O073040,C04448,2026-03-23,Completed,COD,37.92,73.43
O073041,C03229,2026-06-13,In Transit,COD,91.78,70.87
O073042,C01006,2025-07-22,Completed,Debit Card,38.22,102.5
O073043,C07278,2025-07-24,Completed,UPI,143.86,55.51
O073044,C08809,2026-07-26,Completed,Credit Card,22.98,135.94
O073047,C09682,2026-08-28,Completed,Credit Card,44.06,134.52
O073048,C08041,2026-01-07,Completed,Debit Card,11.66,55.48
O073049,C02417,2026-06-03,Completed,Credit Card,109.47,143.16
O073050,C08794,2025-09-02,Completed,Credit Card,71.55,76.36
O073051,C01957,2026-06-25,Completed,Credit Card,103.3,48.5
O073052,C01495,2026-08-14,Completed,UPI,101.83,58.17
O073053,C08824,2026-07-14,Completed,UPI,71.62,51.42
O073054,C09266,2025-04-13,Completed,Debit Card,17.6,66.15
O073055,C04534,2026-06-17,In Transit,Credit Card,10.28,94.26
O073056,C06562,2026-05-01,Completed,Debit Card,137.19,117.49
O073057,C03236,2026-08-17,Completed,Credit Card,101.55,66.97
O073058,C07669,2025-10-06,Completed,COD,6.01,80.34
O073060,C02047,2025-09-06,Returned,Credit Card,65.29,141.8
O073061,C06955,2025-11-28,Completed,Credit Card,86.18,42.46
O073062,C08898,2026-08-24,Completed,UPI,63.91,117.71
O073063,C07700,2026-01-19,Completed,Credit Card,148.63,105.72
O073064,C07976,2025-01-14,Completed,Credit Card,41.92,90.66
O073066,C08286,2026-01-23,Completed,Debit Card,7.53,85.3
O073067,C05086,2026-05-15,In Transit,UPI,57.08,132.03
O073068,C00122,2025-11-19,Cancelled,Debit Card,50.99,74.05
O073071,C07851,2025-11-19,Completed,COD,39.27,51.24
O073072,C09352,2026-04-25,Completed,UPI,76.36,57.56
O073074,C01916,2025-05-29,Completed,Credit Card,19.35,71.72
O073075,C09281,2025-09-24,Completed,Credit Card,89.82,81.51
O073076,C07525,2026-04-14,Completed,Credit Card,62.32,81.7
O073077,C04192,2026-08-28,Completed,Credit Card,123.4,54.53
O073079,C08401,2026-08-28,Completed,COD,81.16,112.7
O073080,C03150,2025-12-08,Completed,UPI,14.53,51.0
O073081,C08371,2026-07-22,Completed,UPI,154.51,43.34
O073082,C05592,2025-11-24,Completed,Credit Card,167.32,63.42
O073083,C05385,2026-02-13,Completed,Credit Card,4.67,87.95
O073084,C06045,2025-05-10,Completed,Credit Card,36.63,109.54
O073085,C04219,2025-08-13,Cancelled,UPI,62.63,146.08
O073087,C05873,2026-05-28,Completed,Debit Card,38.33,127.65
O073088,C04235,2026-01-02,Completed,UPI,92.74,70.14
O073089,C04603,2026-04-07,Completed,Debit Card,50.35,131.88
O073090,C06018,2025-10-01,Completed,UPI,45.55,93.83
O073091,C01424,2026-08-25,In Transit,UPI,134.34,109.75
O073092,C02420,2025-05-15,Completed,Credit Card,163.36,90.35
O073093,C02911,2025-10-12,Completed,UPI,147.33,131.26
O073094,C03800,2025-05-06,Completed,UPI,135.51,135.92
O073095,C00995,2026-08-28,Completed,Credit Card,4.82,76.91
O073096,C01576,2026-05-22,Completed,UPI,38.1,58.35
O073097,C02586,2026-02-24,Cancelled,UPI,55.56,123.12
O073098,C06976,2025-08-31,Completed,Debit Card,10.08,56.02
O073099,C06733,2026-07-22,Completed,Debit Card,47.14,67.78
O073100,C00097,2026-08-30,Completed,Credit Card,65.78,53.53
O073101,C00723,2026-04-03,Completed,UPI,150.75,131.58
O073103,C04269,2026-06-03,Completed,UPI,3.58,73.48
O073104,C02990,2025-07-06,Completed,UPI,108.51,68.72
O073105,C05012,2026-02-14,Completed,Debit Card,22.3,48.59
O073106,C02040,2025-09-11,Completed,Credit Card,173.85,85.11
O073107,C01358,2026-06-30,Completed,Debit Card,104.7,148.03
O073108,C00713,2026-07-03,Completed,Debit Card,46.09,139.03
O073109,C00732,2026-07-17,In Transit,UPI,9.01,90.65
O073110,C02017,2026-07-04,In Transit,Credit Card,71.79,101.91
O073111,C07952,2026-02-28,In Transit,Debit Card,5.16,129.88
O073112,C08061,2025-02-26,Completed,Debit Card,7.71,138.45
O073113,C09153,2026-08-22,Completed,UPI,70.29,88.57
O073114,C06638,2026-07-17,Completed,UPI,130.86,52.69
O073116,C01296,2026-04-24,Completed,COD,69.04,90.62
O073117,C02236,2026-01-06,Completed,Credit Card,24.13,147.22
O073118,C04405,2026-04-10,In Transit,Debit Card,39.76,130.11
O073120,C03190,2025-10-22,Completed,Debit Card,47.17,125.04
O073123,C01536,2026-02-12,Completed,Credit Card,21.53,98.7
O073124,C03503,2025-05-23,Completed,UPI,48.98,66.1
O073125,C00396,2025-11-07,Completed,COD,111.31,62.74
O073126,C06184,2026-07-23,Completed,COD,7.57,53.91
O073127,C07235,2025-02-04,Completed,UPI,66.18,90.4
O073128,C04061,2026-01-28,In Transit,UPI,101.8,55.55
O073129,C05529,2026-05-14,Completed,UPI,3.55,125.99
O073131,C02104,2025-02-18,In Transit,Credit Card,14.0,72.06
O073132,C01668,2025-10-01,Completed,UPI,4.59,119.97
O073133,C02622,2025-04-17,Completed,Debit Card,39.78,135.58
O073134,C02239,2026-07-02,Completed,Debit Card,121.07,146.59
O073135,C08783,2026-06-18,Completed,COD,67.7,44.37
O073136,C00480,2026-01-12,Completed,Credit Card,98.13,75.85
O073137,C00859,2026-05-19,Completed,Credit Card,72.58,73.51
O073138,C09423,2025-12-23,Returned,UPI,96.52,84.59
O073139,C03948,2025-12-10,Completed,UPI,22.71,50.37
O073140,C04962,2025-12-12,Cancelled,COD,78.16,61.49
O073141,C05815,2025-12-11,Completed,Credit Card,49.27,40.7
O073142,C07860,2025-01-09,In Transit,Debit Card,55.24,57.24
O073143,C07145,2026-08-10,Completed,UPI,31.67,40.09
O073144,C03754,2026-07-07,Completed,COD,140.92,55.67
O073145,C08052,2025-09-19,Completed,Debit Card,176.37,70.91
O073146,C07487,2026-07-10,Completed,Debit Card,17.73,125.25
O073147,C08816,2025-02-25,Cancelled,Debit Card,51.87,73.81
O073148,C02554,2026-03-02,Cancelled,UPI,67.47,90.36
O073149,C00973,2026-08-14,Cancelled,Debit Card,27.43,133.16
O073150,C01066,2025-10-22,Completed,UPI,84.11,52.87
O073151,C05464,2025-05-26,Completed,COD,67.7,106.42
O073152,C02655,2025-12-24,Completed,UPI,50.81,93.5
O073153,C00470,2025-09-03,Completed,UPI,97.62,139.82
O073155,C08665,2026-07-17,In Transit,COD,100.86,146.28
O073156,C03695,2026-03-15,Completed,COD,41.51,117.94
O073157,C01319,2026-05-20,Completed,UPI,107.79,107.4
O073158,C02518,2025-12-30,Completed,COD,41.24,102.13
O073159,C06794,2026-08-13,Completed,Credit Card,145.3,132.29
O073160,C06899,2026-07-15,Completed,UPI,33.63,112.9
O073161,C07040,2026-06-15,Completed,Credit Card,11.59,78.89
O073162,C08587,2026-08-06,Completed,Credit Card,38.85,107.47
O073163,C08865,2026-02-05,Completed,COD,93.43,52.58
O073164,C09897,2025-04-12,Completed,COD,132.74,67.36
O073165,C03571,2026-08-26,Completed,UPI,81.17,65.27
O073166,C09155,2026-03-15,Completed,Credit Card,30.26,147.77
O073167,C06445,2026-03-04,Returned,Credit Card,37.54,97.31
O073168,C01235,2026-05-29,Completed,UPI,21.74,100.3
O073170,C03817,2026-06-27,Completed,Credit Card,9.11,69.64
O073171,C00753,2025-06-24,Completed,COD,120.37,114.44
O073172,C02503,2026-04-05,Completed,Credit Card,44.62,98.31
O073173,C07156,2026-08-17,Completed,UPI,85.74,40.26
O073174,C03523,2026-08-22,Completed,Credit Card,24.83,57.74
O073175,C06481,2026-03-28,Completed,Credit Card,114.51,130.99
O073176,C09112,2026-07-05,Completed,UPI,161.31,147.97
O073177,C05916,2025-06-15,Returned,Debit Card,65.5,115.02
O073178,C09546,2026-01-07,Completed,UPI,128.23,106.1
O073181,C09643,2026-02-05,Completed,Credit Card,78.55,67.87
O073182,C05186,2026-06-04,In Transit,UPI,59.55,55.69
O073184,C03554,2026-06-14,Completed,UPI,86.34,123.82
O073185,C04259,2026-08-26,Completed,UPI,132.91,96.68
O073186,C06634,2026-03-01,Completed,Credit Card,97.81,102.49
O073188,C07649,2026-08-01,Completed,UPI,97.74,103.6
O073189,C06924,2026-04-17,Completed,UPI,56.93,116.73
O073190,C03290,2026-07-02,Completed,UPI,24.4,116.77
O073191,C08087,2025-05-08,In Transit,COD,44.92,76.2
O073192,C07595,2026-08-14,Completed,UPI,111.27,101.44
O073193,C06198,2025-06-17,Completed,UPI,29.22,83.05
O073194,C01910,2025-08-13,Completed,Credit Card,86.64,103.29
O073195,C05063,2026-01-02,Completed,Debit Card,139.93,77.82
O073196,C04536,2025-11-15,Completed,UPI,61.95,63.17
O073197,C00213,2025-02-17,Completed,Debit Card,59.93,109.97
O073198,C09921,2026-04-10,Completed,COD,27.88,55.49
O073199,C07110,2025-07-17,Completed,Debit Card,2.88,103.62
O073202,C08939,2026-03-03,Completed,UPI,86.89,140.2
O073203,C00393,2026-05-19,Completed,Debit Card,18.34,145.65
O073204,C02623,2026-08-27,Completed,Debit Card,59.86,79.99
O073205,C09495,2025-03-08,Completed,UPI,32.89,54.26
O073206,C00164,2026-07-04,Completed,UPI,17.71,133.02
O073207,C05825,2026-01-11,Completed,UPI,43.4,143.26
O073208,C05381,2026-08-05,Completed,UPI,83.58,99.55
O073209,C09803,2025-10-27,Completed,Credit Card,65.64,105.18
O073210,C04314,2025-01-23,Completed,UPI,13.55,109.82
O073211,C09765,2025-12-14,In Transit,UPI,16.5,50.42
O073212,C00119,2026-05-30,Completed,Debit Card,75.06,137.33
O073213,C03433,2026-04-14,Completed,UPI,112.75,88.11
O073214,C02729,2026-07-11,Completed,UPI,82.17,57.67
O073215,C01473,2026-04-05,Completed,UPI,103.01,46.81
O073216,C09964,2025-11-10,Completed,Credit Card,44.48,81.98
O073217,C09729,2026-04-27,Completed,UPI,58.52,53.3
O073218,C01445,2026-04-29,Completed,UPI,40.93,84.08
O073219,C05237,2025-06-30,Completed,Credit Card,149.97,146.41
O073220,C00979,2025-07-14,Completed,Credit Card,86.53,135.57
O073221,C01245,2026-03-15,In Transit,Debit Card,98.09,137.97
O073222,C07118,2026-01-09,In Transit,Credit Card,59.99,41.93
O073223,C08711,2026-04-28,Completed,Credit Card,51.93,62.08
O073224,C06064,2025-12-23,In Transit,Credit Card,81.33,147.29
O073225,C01134,2025-11-17,Completed,Credit Card,79.9,145.36
O073227,C08675,2026-05-08,Completed,Credit Card,88.27,49.14
O073228,C05619,2026-08-15,Returned,UPI,23.91,131.65
O073229,C04190,2026-05-15,In Transit,Debit Card,97.79,96.6
O073230,C04103,2025-04-10,Completed,Credit Card,6.16,134.19
O073231,C06636,2026-08-08,Completed,Debit Card,22.74,70.51
O073232,C09181,2026-08-06,Completed,UPI,33.36,105.7
O073233,C09102,2025-08-31,Completed,Credit Card,33.85,127.7
O073234,C07883,2026-08-26,Completed,Credit Card,119.82,59.82
O073235,C03576,2025-11-20,Cancelled,UPI,93.74,127.67
O073236,C04057,2026-03-15,Completed,UPI,75.45,50.45
O073237,C07300,2026-03-12,Completed,UPI,17.2,81.0
O073238,C06950,2026-05-30,In Transit,UPI,102.79,116.26
O073239,C09208,2026-06-08,Cancelled,Debit Card,108.84,119.71
O073240,C07966,2026-03-02,Completed,Debit Card,20.07,111.57
O073241,C09789,2025-07-22,Completed,Credit Card,55.0,145.55
O073242,C02258,2025-03-05,Completed,Credit Card,49.39,43.52
O073243,C09245,2026-02-23,Completed,UPI,3.98,50.25
O073244,C09754,2025-04-18,Completed,UPI,153.4,122.39
O073246,C01416,2026-06-01,Completed,Credit Card,102.66,146.75
O073247,C09429,2026-06-09,Completed,Debit Card,43.22,140.14
O073249,C03644,2025-07-19,Completed,UPI,141.84,133.58
O073251,C00670,2025-04-30,Completed,Credit Card,39.32,74.54
O073252,C04147,2026-08-21,Completed,UPI,103.55,107.05
O073253,C02505,2026-04-17,Completed,Credit Card,41.88,64.33
O073254,C07225,2026-06-30,Returned,Credit Card,104.17,93.13
O073255,C05667,2026-04-03,Completed,UPI,34.17,137.2
O073256,C09363,2025-10-08,Completed,UPI,73.85,113.05
O073258,C07812,2025-11-11,Returned,Credit Card,90.68,70.89
O073259,C08158,2026-07-06,Returned,Credit Card,21.39,113.74
O073260,C00694,2026-07-13,Completed,Credit Card,120.98,107.34
O073261,C08242,2026-05-26,Completed,UPI,35.81,93.05
O073262,C01661,2026-08-21,Completed,UPI,62.95,59.57
O073263,C02246,2026-04-02,Completed,UPI,11.26,41.65
O073264,C05019,2025-07-18,Completed,UPI,77.47,110.42
O073265,C04680,2026-06-16,Completed,Credit Card,104.78,105.38
O073266,C09551,2026-01-19,Completed,Credit Card,2.69,106.57
O073267,C04475,2026-02-06,Returned,UPI,65.9,143.57
O073268,C04227,2025-11-29,In Transit,UPI,90.93,57.3
O073269,C08239,2025-07-18,Completed,UPI,158.32,99.73
O073270,C02983,2025-10-24,Completed,UPI,49.89,90.88
O073271,C08027,2026-07-29,Completed,UPI,0.79,96.77
O073272,C02484,2026-01-09,Completed,UPI,32.88,90.2
O073273,C04079,2025-09-16,Completed,Credit Card,31.14,111.66
O073275,C04746,2025-06-20,Completed,COD,68.63,118.41
O073276,C09329,2025-03-10,Completed,Debit Card,94.7,61.94
O073277,C03808,2026-05-14,Completed,COD,123.23,89.57
O073278,C00896,2026-02-07,Completed,UPI,88.93,148.98
O073279,C07650,2026-02-27,Completed,UPI,18.5,102.24
O073280,C02515,2026-08-05,Completed,Debit Card,21.24,74.88
O073281,C07508,2026-04-17,Completed,Debit Card,156.86,45.04
O073282,C05780,2025-05-01,Returned,Credit Card,17.99,148.59
O073283,C09756,2026-07-05,Completed,Credit Card,72.32,95.93
O073284,C04277,2025-10-10,Completed,UPI,6.59,71.78
O073285,C08981,2025-11-05,Completed,UPI,97.84,100.99
O073287,C01460,2025-01-10,Completed,UPI,102.52,144.32
O073288,C07148,2025-05-10,Returned,UPI,1.37,132.25
O073289,C06399,2026-07-30,Completed,Credit Card,66.9,108.69
O073290,C09783,2025-06-13,Completed,Credit Card,10.23,71.26
O073291,C04583,2026-04-08,In Transit,Credit Card,150.95,41.02
O073292,C05571,2025-02-21,Completed,Debit Card,24.32,68.59
O073293,C07122,2025-08-29,Completed,UPI,19.96,49.74
O073294,C06097,2025-10-21,In Transit,UPI,114.64,148.0
O073295,C06169,2025-10-27,In Transit,Credit Card,96.98,138.91
O073296,C04526,2026-07-24,Completed,Debit Card,142.31,107.03
O073297,C07735,2025-09-09,Completed,Credit Card,68.45,83.53
O073298,C00100,2026-08-27,Completed,UPI,68.04,120.98
O073299,C01584,2026-08-19,Completed,UPI,35.32,103.57
O073300,C08552,2026-03-16,Returned,Credit Card,120.59,76.4
O073301,C09329,2025-02-06,Completed,COD,41.79,147.07
O073302,C07418,2025-08-23,Completed,UPI,49.47,115.83
O073304,C05812,2025-08-16,Completed,Debit Card,21.12,141.85
O073306,C05638,2026-08-24,Completed,Debit Card,132.03,85.36
O073307,C02094,2025-03-26,Completed,Credit Card,89.46,138.46
O073308,C01379,2025-04-02,Completed,UPI,31.71,71.94
O073310,C08960,2025-11-06,Completed,UPI,88.11,149.14
O073311,C00600,2026-08-10,Completed,UPI,63.1,140.21
O073312,C00361,2026-08-19,Returned,Credit Card,6.5,49.78
O073313,C01950,2026-07-07,Completed,Debit Card,89.58,124.26
O073314,C05689,2025-09-25,Completed,UPI,87.51,147.21
O073315,C00914,2026-02-12,In Transit,Debit Card,73.11,74.22
O073317,C07230,2026-08-18,Completed,Debit Card,88.2,88.33
O073318,C05420,2026-04-04,Returned,Credit Card,27.08,145.91
O073319,C07694,2026-01-13,In Transit,Debit Card,63.28,118.23
O073320,C05204,2025-08-21,Returned,UPI,20.86,111.6
O073321,C00931,2025-01-14,Completed,Credit Card,66.33,105.1
O073322,C06719,2025-02-14,Completed,UPI,138.99,68.39
O073323,C03312,2026-04-09,In Transit,COD,98.34,127.14
O073324,C05207,2025-03-15,Completed,UPI,50.47,97.0
O073325,C09953,2026-05-27,Cancelled,Debit Card,123.77,132.26
O073326,C02788,2025-09-17,Completed,UPI,43.48,42.1
O073327,C08247,2026-02-23,In Transit,Credit Card,110.8,94.33
O073328,C05660,2026-08-06,In Transit,Debit Card,87.69,74.37
O073329,C09187,2026-04-10,Completed,Credit Card,44.75,88.27
O073330,C09133,2026-05-22,Completed,Credit Card,41.88,98.73
O073331,C07172,2026-03-17,Completed,UPI,146.28,70.88
O073332,C03089,2026-03-11,Completed,UPI,18.65,103.11
O073333,C09527,2026-03-02,In Transit,Debit Card,69.79,48.92
O073335,C09677,2025-01-13,Completed,UPI,100.94,109.15
O073336,C09704,2026-07-26,Completed,Debit Card,8.49,144.14
O073338,C01002,2025-10-13,Completed,Debit Card,98.84,131.19
O073339,C05061,2026-08-09,Completed,UPI,90.52,75.33
O073340,C01228,2026-07-27,Completed,Debit Card,16.2,42.14
O073342,C05505,2026-04-09,Completed,Credit Card,3.41,97.06
O073343,C05788,2025-01-15,In Transit,Credit Card,37.93,98.6
O073344,C00096,2025-04-24,In Transit,UPI,96.16,76.36
O073345,C08599,2026-01-08,Completed,UPI,31.65,100.16
O073346,C04593,2026-03-30,Completed,UPI,8.76,63.98
O073347,C07103,2026-08-12,Completed,COD,54.51,118.96
O073348,C01107,2026-06-04,Completed,UPI,107.61,111.39
O073350,C04421,2026-05-10,Completed,COD,66.43,116.25
O073352,C09276,2026-01-30,Completed,UPI,78.39,72.59
O073353,C07338,2026-08-05,Completed,UPI,77.92,47.24
O073354,C06162,2025-09-01,Completed,Credit Card,22.57,90.13
O073355,C07087,2025-11-11,Completed,UPI,34.13,92.98
O073356,C07433,2025-12-03,Returned,UPI,86.2,115.15
O073357,C05022,2026-07-11,Completed,Credit Card,12.48,81.39
O073358,C08388,2026-08-19,Completed,Credit Card,22.23,147.99
O073359,C05564,2025-03-13,In Transit,Credit Card,65.03,125.77
O073360,C06348,2025-03-17,Cancelled,UPI,157.87,98.4
O073361,C04252,2026-02-22,In Transit,Credit Card,15.4,85.77
O073362,C09543,2026-08-25,In Transit,UPI,120.49,90.08
O073363,C05160,2026-06-22,Completed,UPI,3.36,94.2
O073364,C02176,2026-07-26,Completed,Credit Card,44.97,80.68
O073365,C03221,2025-10-21,In Transit,Credit Card,98.71,90.73
O073366,C01492,2025-04-05,Completed,Debit Card,149.15,120.34
O073367,C01257,2026-06-02,Completed,UPI,35.29,149.41
O073368,C09331,2026-05-29,Completed,Credit Card,122.63,148.99
O073369,C06674,2026-08-01,Returned,COD,9.04,82.13
O073371,C08156,2026-02-07,In Transit,UPI,37.85,80.23
O073372,C05315,2025-06-07,Completed,UPI,32.76,68.67
O073373,C01105,2026-05-14,Completed,UPI,55.46,135.64
O073374,C04541,2026-08-23,Completed,Credit Card,52.02,51.67
O073375,C03684,2025-02-06,In Transit,UPI,143.36,122.04
O073376,C03236,2026-08-27,Completed,Credit Card,37.69,128.41
O073377,C04648,2025-05-25,Completed,Credit Card,93.01,44.6
O073378,C06428,2025-01-07,Completed,UPI,55.11,47.13
O073380,C02860,2026-07-15,Completed,COD,18.23,72.13
O073381,C07260,2026-06-12,Completed,UPI,144.56,125.36
O073382,C09889,2025-10-04,Completed,Credit Card,72.02,78.18
O073383,C09671,2026-07-31,In Transit,Credit Card,25.43,71.67
O073384,C09972,2025-10-21,In Transit,UPI,148.84,70.03
O073385,C04887,2026-02-05,Completed,Credit Card,9.69,107.41
O073386,C00454,2026-02-03,Completed,Debit Card,43.74,90.01
O073387,C07315,2026-03-30,Returned,COD,8.99,101.19
O073388,C06663,2025-12-19,In Transit,COD,111.18,68.63
O073389,C09681,2025-05-11,Completed,UPI,83.86,98.34
O073390,C03737,2026-05-08,Completed,UPI,3.51,87.18
O073391,C09949,2025-08-02,Completed,Debit Card,129.7,103.27
O073392,C00678,2026-08-04,Completed,Credit Card,90.93,64.1
O073393,C03619,2026-08-03,Completed,Debit Card,27.57,98.53
O073394,C07433,2025-01-08,Returned,Credit Card,46.71,93.54
O073395,C06167,2025-12-09,In Transit,Credit Card,0.82,101.27
O073397,C03604,2025-03-31,Completed,UPI,165.01,96.56
O073398,C01643,2025-03-24,Completed,UPI,71.61,137.17
O073399,C09951,2026-07-22,Returned,Credit Card,56.68,90.09
O073400,C05153,2026-06-14,Completed,Credit Card,45.4,64.18
O073402,C03968,2026-04-07,In Transit,UPI,5.41,48.62
O073403,C02470,2026-07-29,In Transit,Debit Card,71.73,45.44
O073404,C04893,2025-05-23,Completed,Credit Card,60.58,113.35
O073405,C07717,2026-07-31,Completed,UPI,100.34,127.93
O073406,C09127,2026-06-04,Returned,Credit Card,43.27,143.02
O073408,C01289,2026-08-02,Completed,Credit Card,20.35,53.8
O073409,C01626,2025-08-06,In Transit,COD,20.63,62.84
O073410,C03077,2026-03-26,Completed,Credit Card,36.3,109.66
O073411,C06003,2026-06-23,Completed,UPI,143.8,123.88
O073412,C07409,2025-11-19,Completed,COD,101.26,106.07
O073414,C09212,2026-05-06,Completed,Credit Card,5.98,147.65
O073415,C04618,2025-12-25,Completed,Credit Card,1.37,73.02
O073416,C04897,2025-08-19,Completed,Debit Card,89.33,60.41
O073417,C08894,2025-08-13,Completed,Debit Card,46.31,46.36
O073419,C06103,2025-07-31,Completed,COD,84.51,101.68
O073420,C05620,2025-10-31,Completed,UPI,55.62,106.17
O073421,C04034,2026-04-17,Completed,Credit Card,121.84,61.99
O073422,C04330,2026-08-10,Completed,UPI,52.42,83.1
O073423,C06913,2026-07-17,Completed,Credit Card,62.63,136.27
O073424,C05710,2026-08-26,Completed,UPI,101.32,60.8
O073425,C06585,2025-11-12,Completed,Credit Card,77.83,143.77
O073426,C04411,2026-08-20,Completed,UPI,119.86,116.84
O073427,C04052,2025-09-02,Completed,UPI,25.59,79.58
O073428,C05199,2026-06-19,Completed,Debit Card,105.09,121.6
O073429,C04278,2025-02-25,Completed,UPI,24.54,41.99
O073430,C08483,2025-11-22,Completed,UPI,102.43,54.23
O073431,C08755,2025-06-12,Completed,Credit Card,58.76,131.46
O073432,C00753,2026-01-03,Completed,Debit Card,139.68,49.66
O073433,C00609,2025-11-13,Cancelled,Credit Card,120.74,48.26
O073434,C02928,2026-08-28,Completed,Credit Card,50.7,115.47
O073435,C00878,2026-08-12,Completed,Credit Card,88.87,107.15
O073437,C00226,2025-11-18,Completed,Credit Card,17.94,72.82
O073438,C07882,2026-05-14,Completed,Debit Card,23.7,129.74
O073439,C06518,2026-03-26,Completed,UPI,44.27,41.17
O073440,C02164,2026-08-29,Completed,Credit Card,37.44,93.45
O073441,C03329,2026-05-25,Completed,Debit Card,75.63,136.91
O073442,C03099,2025-11-26,Completed,Debit Card,84.68,121.52
O073443,C09245,2026-08-01,Completed,COD,47.9,93.15
O073444,C08903,2025-03-07,Completed,Credit Card,58.87,43.19
O073445,C05660,2026-07-18,In Transit,UPI,31.29,66.95
O073446,C03666,2025-07-25,Completed,COD,147.56,125.6
O073447,C04632,2026-08-09,Completed,COD,69.41,85.91
O073448,C05698,2026-08-25,Completed,COD,146.75,60.74
O073449,C04936,2026-07-28,Completed,Debit Card,0.55,47.43
O073450,C00643,2025-11-06,Completed,Debit Card,53.09,120.95
O073451,C04643,2025-12-04,In Transit,Credit Card,51.8,118.67
O073452,C09222,2025-09-23,Completed,Debit Card,47.53,56.52
O073453,C04110,2026-06-24,In Transit,UPI,135.25,60.97
O073454,C07032,2025-04-12,Returned,Credit Card,53.23,102.51
O073455,C09974,2026-06-22,Completed,UPI,109.72,146.84
O073456,C05546,2026-01-05,Completed,Credit Card,70.0,49.56
O073457,C04850,2025-01-30,In Transit,Credit Card,69.54,100.84
O073460,C05574,2025-06-05,Completed,Credit Card,66.42,50.74
O073461,C06783,2026-08-24,Completed,Credit Card,11.2,72.32
O073462,C04295,2026-06-19,In Transit,Credit Card,16.82,111.95
O073464,C05620,2026-01-30,In Transit,Credit Card,103.59,85.62
O073465,C05738,2026-07-03,In Transit,UPI,26.58,103.2
O073466,C00744,2026-06-10,Completed,UPI,72.71,92.51
O073467,C01035,2026-01-22,Completed,UPI,172.1,149.83
O073468,C03089,2026-05-14,In Transit,UPI,100.18,80.94
O073469,C05995,2025-12-24,Returned,Credit Card,108.1,97.0
O073470,C01798,2025-08-27,In Transit,UPI,25.29,108.42
O073471,C03483,2026-05-08,Completed,Credit Card,138.08,135.72
O073472,C01486,2026-07-07,Completed,Credit Card,74.81,59.54
O073473,C03392,2026-08-12,Completed,Debit Card,114.79,48.45
O073474,C07314,2026-03-29,Completed,Credit Card,10.69,109.75
O073475,C03763,2025-03-10,Returned,UPI,40.76,48.96
O073477,C09290,2026-06-18,Completed,Debit Card,134.92,144.45
O073478,C03116,2025-10-22,Completed,UPI,94.67,92.02
O073479,C06233,2026-08-23,Completed,Debit Card,78.97,100.66
O073480,C02660,2026-07-06,Completed,UPI,43.0,109.51
